Name|Type|Size|Parent Directory
more_itertools|directory|134297|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor
markers.py|file|8493|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
requirements.py|file|4700|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
specifiers.py|file|30110|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
tags.py|file|15699|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
utils.py|file|4200|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
version.py|file|14665|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
_manylinux.py|file|11488|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
_musllinux.py|file|4378|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
_structures.py|file|1431|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
__about__.py|file|661|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
__init__.py|file|497|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\packaging
packaging|directory|96322|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor
actions.py|file|6426|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
common.py|file|12936|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
core.py|file|213310|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
exceptions.py|file|9023|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
helpers.py|file|39129|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
results.py|file|25341|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
testing.py|file|13402|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
unicode.py|file|10787|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
util.py|file|6805|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
__init__.py|file|9159|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
pyparsing|directory|346318|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor
__init__.py|file|23668|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram
diagram|directory|23668|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\pyparsing
_parser.py|file|22633|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\tomli
_re.py|file|2943|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\tomli
_types.py|file|254|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\tomli
__init__.py|file|396|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor\tomli
tomli|directory|26226|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools\_vendor
entry_points.txt|file|2740|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
INSTALLER|file|5|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
LICENSE|file|1050|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
METADATA|file|6311|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
RECORD|file|35656|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
top_level.txt|file|41|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
WHEEL|file|92|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\setuptools-65.5.1.dist-info
setuptools-65.5.1.dist-info|directory|45895|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
bdist_wheel.py|file|19293|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
macosx_libfile.py|file|16145|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
metadata.py|file|3727|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
util.py|file|621|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
wheelfile.py|file|7536|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
_setuptools_logging.py|file|746|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
__init__.py|file|59|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
__main__.py|file|455|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
wheel|directory|48582|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
convert.py|file|9427|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\cli
pack.py|file|3383|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\cli
unpack.py|file|659|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\cli
__init__.py|file|2384|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\cli
cli|directory|15853|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\vendored
vendored|directory|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel
tags.py|file|15612|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\vendored\packaging
_manylinux.py|file|11489|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\vendored\packaging
_musllinux.py|file|4374|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\vendored\packaging
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\vendored\packaging
packaging|directory|31475|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel\vendored
entry_points.txt|file|107|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
INSTALLER|file|5|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
LICENSE.txt|file|1107|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
METADATA|file|2110|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
RECORD|file|2835|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
top_level.txt|file|6|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
WHEEL|file|92|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\wheel-0.38.4.dist-info
wheel-0.38.4.dist-info|directory|6262|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
override.py|file|44|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\_distutils_hack
__init__.py|file|6128|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\_distutils_hack
_distutils_hack|directory|6172|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
__init__.cpython-311.pyc|file|11171|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\_distutils_hack\__pycache__
__pycache__|directory|11171|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\_distutils_hack
_virtualenv.cpython-311.pyc|file|6928|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\__pycache__
__pycache__|directory|6928|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
activate|file|2174|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
activate.bat|file|1027|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
activate.fish|file|3051|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
activate.nu|file|2621|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
activate.ps1|file|1758|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
activate_this.py|file|1169|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
deactivate.bat|file|511|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
deactivate.nu|file|682|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
pip-3.11.exe|file|108429|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
pip.exe|file|108429|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
pip3.11.exe|file|108429|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
pip3.exe|file|108429|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
pydoc.bat|file|24|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
python.exe|file|268160|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
pythonw.exe|file|256376|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
wheel-3.11.exe|file|108416|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
wheel.exe|file|108416|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
wheel3.11.exe|file|108416|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
wheel3.exe|file|108416|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Scripts
Scripts|directory|1404933|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv
